Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Age Group,Has Dependents,Total Charges Per Month
6461-SZMCV,Female,46,Yes,0,Corte Madera,94925,37.924014,-122.511694,7,71,No Offer,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.7804540803195216,1.8025469299990455,-0.24829533787400415,-0.2732809709900021,-0.12500797820611081,7008.61,Stayed,45-54,0,7096.56
6463-HHXJR,Female,61,Yes,2,Lemon Cove,93244,36.462671,-118.997291,5,71,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,1.1826365291067453,2.096119427105747,-0.24829533787400415,-0.2732809709900021,2.176080857812238,9622.15,Stayed,55-64,1,9722.65
6463-MVYRY,Female,67,No,0,Palo Alto,94301,37.444314,-122.149996,0,57,Offer B,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,0.20041405457858516,0.7601284893857632,-0.24829533787400415,-0.2732809709900021,-0.12872847970154144,4643.11,Stayed,65+,0,4712.96
6464-KEXXH,Male,55,No,0,Fillmore,93015,34.408161,-118.865111,0,8,No Offer,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-1.2288558431035006,-0.924041283208778,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,186.3,Stayed,55-64,0,211.55
6465-GSRCL,Female,19,No,2,Plymouth,95669,38.489273,-120.891614,0,67,Offer A,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.3781196317045192,2.1905718440690563,-0.24829533787400415,-0.2732809709900021,0.5982102680421724,8500.28,Stayed,18-24,1,8606.880000000001
6467-CHFZW,Male,61,Yes,1,Los Angeles,90028,34.099869,-118.326843,1,47,No Offer,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1457831573055253,1.0893771271674637,-0.24829533787400415,-0.2732809709900021,0.8555390492515295,6222.6,Churned,55-64,1,6321.95
6469-MRVET,Male,32,Yes,0,Van Nuys,91401,34.178483,-118.431791,8,1,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,-2.1341669330030277,-0.9973351232349666,-0.24829533787400415,-0.2732809709900021,-0.8319859401489429,64.89,Joined,25-34,0,61.89
6469-QJKZW,Female,35,Yes,0,Arroyo Grande,93420,35.176236,-120.483243,5,4,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,-1.3922925354393445,-0.9659171737475215,-0.24829533787400415,-0.2732809709900021,-0.6682011965389849,274.76,Stayed,35-44,0,294.91
6473-ULUHT,Male,22,Yes,2,San Diego,92126,32.886925,-117.152162,5,16,Offer D,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.6827125290206347,-0.38925218375219145,-0.24829533787400415,-0.2732809709900021,-0.7116661028983016,1544.81,Stayed,18-24,1,1629.71
6474-FVJLC,Male,61,No,0,Sherman Oaks,91423,34.146957,-118.432138,0,2,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7179635803087577,-0.9332416237539078,-0.24829533787400415,-0.2732809709900021,-0.7820839756467383,252.39,Churned,55-64,0,338.39
6475-VHUIZ,Female,47,Yes,0,Myers Flat,95554,40.267158,-123.805913,6,23,Offer D,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.2995099455075254,-0.4672234151346568,-0.24829533787400415,-0.2732809709900021,0.17278568593450136,2116.94,Stayed,45-54,0,2171.19
6476-EPYZR,Male,57,Yes,1,Wishon,93669,37.287758,-119.548156,6,12,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.381076291847669,-0.8935058603923287,-0.24829533787400415,-0.2732809709900021,-0.23194582118906015,808.22,Stayed,55-64,1,828.72
6476-YHMGA,Female,63,Yes,1,Benton,93512,37.653947,-118.231443,5,15,No Offer,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.413522682820421,-0.49632473211073824,-0.24829533787400415,-0.2732809709900021,-0.180177700381211,1752.15,Stayed,55-64,1,1828.6499999999999
6478-HRRCZ,Male,47,Yes,0,Stirling City,95978,39.904002,-121.527823,7,32,No Offer,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,0.22124422124883994,-0.034697093679690615,-0.24829533787400415,-0.2732809709900021,0.795243302793836,3624.15,Stayed,45-54,0,3694.65
6479-OAUSD,Male,41,No,0,Mokelumne Hill,95245,38.304194,-120.592431,0,25,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.4003041380048271,-0.7808513308397346,-0.24829533787400415,-0.2732809709900021,-0.6730555651568325,690.05,Stayed,35-44,0,709.95
6479-SZPLM,Male,26,Yes,2,Anaheim,92805,33.830209,-117.906099,2,36,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.4147250226226957,-0.6733154559789151,-0.24829533787400415,-0.2732809709900021,0.4886267351069168,1917.3,Stayed,25-34,1,1936.75
6479-VDGRK,Female,46,Yes,1,Cardiff By The Sea,92007,33.015866,-117.272254,0,72,No Offer,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.6955310931254065,1.6983425933212344,-0.24829533787400415,-0.2732809709900021,2.187726618048729,8730.56,Stayed,45-54,1,8815.86
6480-YAGIY,Male,57,No,0,San Francisco,94117,37.770533,-122.445121,0,45,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,1.5575795291713284,1.2141222721126985,-0.24829533787400415,-0.2732809709900021,0.6416987966332063,6324.25,Stayed,55-64,0,6436.450000000001
6481-ESCNL,Female,33,No,0,Clayton,94517,37.881842,-121.848111,0,29,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.1842388496198417,0.2640381844523356,-0.24829533787400415,-0.2732809709900021,-0.5192984589107495,3188.18,Stayed,25-34,0,3288.73
6481-LXPWL,Male,61,Yes,1,Palo Alto,94306,37.416159,-122.131337,1,56,No Offer,No,Yes,DSL,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,-0.8811522917615581,-0.13629797667806437,-0.24829533787400415,2.116683282341022,-0.884769816920624,2031.5,Stayed,55-64,1,2067.6
6481-OGDOO,Male,31,Yes,0,San Diego,92129,32.961064,-117.134917,1,67,Offer A,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.8653770675136363,1.6661083066631184,-0.24829533787400415,-0.2732809709900021,1.5486153278288952,8116.4,Churned,25-34,0,8207.0
6483-OATDN,Male,47,Yes,1,Monrovia,91016,34.1528,-118.000482,7,8,No Offer,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.39404685578021953,-0.8246246537211186,1.6523414981523858,-0.2732809709900021,-0.7868792886852932,479.46,Stayed,45-54,1,530.76
6484-LATFU,Male,20,No,0,Linden,95236,38.047746,-121.030499,0,68,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.2512883302868516,-0.2748987903579306,-0.24829533787400415,-0.2732809709900021,-0.41572678394747553,2054.52,Stayed,18-24,0,2079.07
6485-QXWWE,Female,51,No,3,Old Station,96071,40.656287,-121.428965,0,62,Offer B,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,-1.204821035407053,-0.28315041473173985,-0.24829533787400415,-0.2732809709900021,-0.6775319780672078,1814.16,Stayed,45-54,1,1840.16
6486-LHTMA,Female,67,Yes,0,California City,93505,35.151491,-117.927597,1,31,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.8685817085398296,0.24495354519205476,-0.24829533787400415,-0.2732809709900021,0.7357861455620966,4207.56,Stayed,65+,0,4298.26
6490-FGZAT,Male,33,No,0,Strathmore,93267,36.141319,-119.129075,0,6,Offer E,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.3762693303083795,-0.9580185600421104,-0.24829533787400415,-0.2732809709900021,-0.6555869248020962,303.34,Stayed,25-34,0,323.99
6496-JDSSB,Female,24,No,0,Oak Park,91377,34.19225,-118.776874,0,8,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5256851187371766,-0.7306355632600823,-0.24829533787400415,-0.2732809709900021,-0.5075700208632491,943.96,Stayed,18-24,0,1023.96
6496-SLWHQ,Male,68,No,0,Moraga,94556,37.827946,-122.107185,0,3,Offer E,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.326845375285431,-0.8763186534746885,-0.24829533787400415,-0.2732809709900021,-0.7592294664605214,400.74,Churned,65+,0,505.74
6497-TILVL,Female,20,Yes,2,La Mirada,90638,33.902045,-118.008961,1,7,No Offer,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.4132747019373775,-0.8516520330203603,-0.24829533787400415,-0.2732809709900021,-0.6727839094920868,529.83,Stayed,18-24,1,580.53
6500-JVEGC,Male,56,No,0,Lakewood,90715,33.841027,-118.078097,0,68,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,1.2098759778293857,2.131464620279123,-0.24829533787400415,-0.2732809709900021,0.01637107862025372,7873.71,Stayed,55-64,0,7975.06
6502-HCJTI,Male,78,Yes,0,Lakewood,90712,33.840524,-118.148403,0,7,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.9967673495875503,-0.7092342914884379,-0.24829533787400415,-0.2732809709900021,-0.8045723402413412,741.0,Churned,65+,0,835.7
6502-KUGLL,Female,29,Yes,2,El Monte,91732,34.074492,-118.01462,4,14,Offer D,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.13286861214548842,-0.6616881670885475,-0.24829533787400415,-0.2732809709900021,-0.179693444631012,1377.81,Stayed,25-34,1,1437.2600000000002
6502-MJQAE,Male,27,No,0,Escondido,92027,33.141265,-116.967221,0,1,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.1924024520131026,-0.9755367144613741,-0.24829533787400415,-0.2732809709900021,-0.8301906505384493,115.81,Churned,25-34,0,185.41
6504-VBLFL,Male,38,Yes,0,Madeline,96119,41.042003,-120.506086,9,55,Offer B,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,-0.16010806086812912,0.3478120286965973,-0.24829533787400415,-0.2732809709900021,-0.4540774771400575,3433.25,Stayed,35-44,0,3491.85
6505-OZNPG,Female,21,No,0,Annapolis,95412,38.731055,-123.316553,0,6,No Offer,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,-0.006285291610864355,-0.8523359911903818,-0.24829533787400415,0.1250464045651686,-0.884769816920624,358.8,Stayed,18-24,0,422.2
6506-EYCNH,Female,27,Yes,3,Montclair,91763,34.072121,-117.698319,9,28,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,-1.4115203815965025,-0.7662896407683064,-0.24829533787400415,-0.2732809709900021,-0.3605924951199509,987.6,Stayed,25-34,1,1007.1499999999999
6507-DTJZV,Male,50,No,1,Cardiff By The Sea,92007,33.015866,-117.272254,0,13,Offer D,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0898539391749264,-0.6392278633117082,-0.24829533787400415,-0.2732809709900021,-0.42121895282168265,1224.22,Stayed,45-54,1,1290.62
6507-ZJSUR,Male,76,Yes,0,Albion,95410,39.225694,-123.717354,6,23,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,0.860570105974347,-0.07198384552925667,-0.24829533787400415,0.9217011556755099,0.3871220054188819,3224.11,Stayed,65+,0,3314.5599999999995
6508-NJYRO,Male,36,Yes,0,Carlsbad,92009,33.098018,-117.258203,5,15,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.4355551892929501,-0.8760980218069396,-0.24829533787400415,-0.2732809709900021,-0.6319528819692177,509.0,Stayed,35-44,0,527.8
6509-TSGWN,Female,42,Yes,2,Fallbrook,92028,33.362575,-117.299644,1,37,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,-1.1904001507891844,-0.6039929859722071,-0.24829533787400415,-0.2732809709900021,0.5062371088519553,2089.31,Stayed,35-44,1,2115.76
6510-UPNKS,Female,21,No,0,Emigrant Gap,95715,39.23754,-120.720196,0,23,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.243276727721369,-0.7347172491134372,-0.24829533787400415,-0.2732809709900021,0.30426702767143454,1622.06,Stayed,18-24,0,1646.8600000000001
6513-EECDB,Male,75,Yes,0,San Francisco,94114,37.758085,-122.434801,0,1,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3189857725477269,-0.9737937242861576,-0.24829533787400415,-0.2732809709900021,-0.8411631771710051,110.47,Churned,65+,0,184.01999999999998
6516-NKQBO,Male,28,Yes,0,Corona,92882,33.819385,-117.600213,1,38,No Offer,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.5577315289991068,0.35500462106521186,-0.24829533787400415,-0.2732809709900021,0.10488358086392746,3922.8,Stayed,25-34,0,4003.8
6518-KZXCB,Male,61,No,0,Cassel,96016,40.936285,-121.572692,0,22,Offer D,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.2288558431035006,-0.7562729630525058,-0.24829533787400415,-0.2732809709900021,-0.7603042780036458,671.88,Stayed,55-64,0,697.13
6518-LGAOV,Female,60,Yes,0,San Diego,92121,32.898613,-117.202937,1,38,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.326845375285431,0.7704540514364123,-0.24829533787400415,-0.2732809709900021,-0.02841667271521622,4751.44,Churned,55-64,0,4856.44
6518-PPLMZ,Male,38,Yes,3,Clio,96106,39.745805,-120.580882,8,53,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,-1.4163273431357921,-0.5162918980420147,-0.24829533787400415,-0.2732809709900021,0.7002346868279817,2452.31,Stayed,35-44,1,2471.71
6519-CFDBX,Female,31,No,0,Torrance,90505,33.807882,-118.347957,0,2,No Offer,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.5831206763256075,-0.9705283756034738,-0.24829533787400415,-0.2732809709900021,-0.8592341844345254,102.57,Joined,25-34,0,147.97
6519-ZHPXP,Female,51,Yes,2,Sacramento,95824,38.517295,-121.439819,1,72,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,1.4325985291498005,2.3824993318438343,4.323609381542339,1.7183559067858514,2.6486436033112226,10685.12,Stayed,45-54,1,10793.42
6521-YYTYI,Male,59,No,0,Navarro,95463,39.182916,-123.552571,0,1,Offer E,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9519023752208479,-0.9650787734100755,-0.24829533787400415,-0.2732809709900021,-0.8753327353496745,101.29,Churned,55-64,0,194.59
6522-OIQSX,Female,60,Yes,3,Alta,95701,39.218096,-120.79153,4,69,Offer A,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-0.2770774583241742,0.6584172905535149,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,3772.5,Stayed,55-64,1,3827.45
6522-YRBXD,Male,68,Yes,0,Anaheim,92802,33.807864,-117.923782,3,35,Offer C,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.9919603880482606,0.47877898667235125,-0.24829533787400415,-0.2732809709900021,-0.039802588402819826,4080.8,Stayed,65+,0,4175.35
6527-PZFPV,Male,19,Yes,2,Los Angeles,90023,34.017697,-118.200577,6,24,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,-1.3714623687690897,-0.7990093170954699,-0.24829533787400415,-0.2732809709900021,-0.1522916558392689,1089.81,Stayed,18-24,1,1110.61
6532-YLWSI,Female,25,Yes,0,Crescent Mills,95934,40.080342,-120.957805,1,53,Offer B,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,-1.3714623687690897,-0.555365766400347,-0.24829533787400415,-0.2732809709900021,1.4845990798757709,3027.85,Churned,25-34,0,3048.6499999999996
6537-OTKMY,Male,52,No,0,Covelo,95428,39.83307,-123.178765,0,15,Offer D,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,-0.41167238142428103,-0.7025712151224207,3.8705947428622802,-0.2732809709900021,-0.884769816920624,655.65,Stayed,45-54,0,706.4000000000001
6537-QLGEX,Female,34,No,0,Mammoth Lakes,93546,37.550074,-118.837167,0,16,No Offer,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.7914223430281537,-0.7130732825072689,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,664.4,Stayed,25-34,0,703.3
6538-POCHL,Male,59,No,0,Mountain Center,92561,33.638645,-116.55783,0,33,Offer C,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.49363870847524643,0.13079872029876802,-0.24829533787400415,-0.2732809709900021,-0.19761090738837173,3158.59,Stayed,55-64,0,3237.59
6542-LWGXJ,Male,46,Yes,0,Pixley,93256,35.957019,-119.330928,1,3,Offer E,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.236867445668983,-0.9717197866093179,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,78.25,Joined,45-54,0,103.25
6543-CPZMK,Male,32,Yes,0,Ventura,93001,34.360261,-119.306383,1,9,Offer E,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1.078237714872429,-0.8963961352398395,-0.24829533787400415,0.1250464045651686,-0.884769816920624,258.95,Churned,25-34,0,288.9
6543-JXSOO,Female,30,Yes,0,Clipper Mills,95930,39.562239,-121.14836,5,23,Offer D,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-0.18734750959076982,-0.4401739726686403,-0.24829533787400415,-0.2732809709900021,-0.5348773207281242,1579.09,Stayed,25-34,0,1636.84
6543-XRMYR,Female,73,No,0,Stockton,95209,38.044523,-121.348048,0,30,No Offer,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1.156999400897201,0.30313411597744266,-0.24829533787400415,2.9133380334513634,0.660478470848237,4355.65,Churned,65+,0,4455.349999999999
6546-OPBBH,Male,40,Yes,3,Santa Ana,92704,33.719869,-117.907063,1,51,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,-1.2705161764440098,-0.4695179844792455,-0.24829533787400415,-0.2732809709900021,1.6783013799553352,3386.4,Stayed,35-44,1,3410.3500000000004
6549-BTYPG,Female,19,Yes,0,Sebastopol,95472,38.398815,-122.861923,5,60,No Offer,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-0.08960595829188286,0.5838217236876079,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,3603.45,Stayed,18-24,0,3664.25
6549-NNDYT,Female,59,No,0,Fresno,93720,36.878709,-119.7645,0,13,No Offer,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0493959456366915,-0.8323467620923305,-0.24829533787400415,-0.2732809709900021,-0.884769816920624,394.1,Stayed,55-64,0,424.95000000000005
6549-YMFAW,Male,70,Yes,0,Los Olivos,93441,34.70434,-120.02609,1,9,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,-1.3570414841512213,-0.9159882273359428,-0.24829533787400415,-0.2732809709900021,-0.86712400982801,219.49,Stayed,65+,0,240.74
6551-GNYDG,Female,33,Yes,1,Long Beach,90808,33.823943,-118.111335,7,14,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5545268879729139,-0.49756026945013215,-0.24829533787400415,-0.2732809709900021,-0.2197095051596438,1715.88,Stayed,25-34,1,1796.7800000000002
6551-VLJMV,Male,44,Yes,0,Hemet,92543,33.739415,-116.968339,6,34,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,-1.3954971764655373,-0.7066308378090007,-0.24829533787400415,-0.2732809709900021,-0.707272367798936,829.28,Stayed,35-44,0,849.3299999999999
6551-ZCOTS,Male,73,No,0,Torrance,90503,33.840399,-118.353714,0,33,Offer C,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,-1.2400720866951762,-0.6321455867769682,-0.24829533787400415,-0.2732809709900021,-0.7619932675714126,951.75,Stayed,65+,0,976.65
6556-DBKZF,Female,38,Yes,1,Chula Vista,91915,32.605012,-116.97595,6,71,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.3991017982025523,1.3926574176551176,-0.24829533787400415,-0.2732809709900021,-0.09649594452366773,6103.85,Stayed,35-44,1,6179.9
6557-BZXLQ,Male,66,No,0,Cabazon,92230,33.929812,-116.76058,0,16,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.19400477252619946,-0.5458786046871438,-0.24829533787400415,-0.2732809709900021,-0.4520105318648182,1409.7,Stayed,65+,0,1479.35
6559-ILWKJ,Male,44,Yes,0,Fresno,93722,36.78979,-119.929894,1,71,No Offer,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,-0.45653735579098326,0.5449022974966999,-0.24829533787400415,3.7099927845617047,-0.884769816920624,3615.25,Churned,35-44,0,3664.6
6559-PDZLR,Male,26,No,0,Desert Center,92239,33.889605,-115.257009,0,26,No Offer,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1233506701221747,0.11323643954595457,-0.24829533787400415,-0.2732809709900021,0.2514595286680364,3499.0,Stayed,25-34,0,3597.65
6559-RAKOZ,Male,61,Yes,1,Orange Cove,93646,36.633498,-119.298895,7,49,Offer B,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.1009181829388235,1.1638403150327212,-0.24829533787400415,-0.2732809709900021,0.04237915574069268,5702.88,Stayed,55-64,1,5800.83
6563-VNPMN,Female,80,No,0,Sylmar,91342,34.321621,-118.399841,0,45,No Offer,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.7083496572301787,0.6608883652323028,-0.24829533787400415,1.7183559067858514,-0.6647287284765829,4014.4,Stayed,65+,0,4100.099999999999
6563-VRERX,Male,63,Yes,0,San Diego,92121,32.898613,-117.202937,2,33,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,-1.377871650821476,-0.7016666252846502,-0.24829533787400415,-0.2732809709900021,0.44901225251747434,1819.51,Stayed,55-64,0,1840.1100000000001
6567-HOOPW,Female,69,No,0,Folsom,95630,38.672638,-121.147403,0,1,No Offer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-2.2623525740507486,-0.971300586440595,-0.24829533787400415,-0.2732809709900021,-0.861076718508453,99.26,Churned,65+,0,92.26
6568-POCUI,Female,51,Yes,0,Strawberry Valley,95981,39.58458,-121.093256,3,45,No Offer,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,1.0127905547185154,0.8849177606645476,5.313155324133975,1.7183559067858514,1.6674942089447984,6452.75,Stayed,45-54,0,6547.950000000001
6569-KTMDU,Female,28,No,0,Sacramento,95826,38.542532,-121.378826,0,1,No Offer,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,-1.4259412662143711,-0.9978205129040142,-0.24829533787400415,-0.2732809709900021,-0.878840636759652,24.12,Joined,25-34,0,43.22
6572-ADKRS,Female,19,No,0,Los Angeles,90040,33.994524,-118.149953,0,46,Offer B,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.3590437853751396,0.5594860507349031,-0.24829533787400415,-0.2732809709900021,1.4210434654411288,5500.54,Stayed,18-24,0,5575.34
